Date,Sentiment_Scores
2011-07-25,[0.19263422 0.2946612  0.21689801 0.20426781 0.09153882]
2011-07-27,[0.5554066  0.24281667 0.11439896 0.05720891 0.03016886]
2011-07-28,[0.49607018 0.34238118 0.10717095 0.03665749 0.01772028]
2011-07-29,[0.5848158  0.29663318 0.09156687 0.01982111 0.00716308]
2011-08-02,[0.18696992 0.2119151  0.2251521  0.25694507 0.11901786]
2011-08-03,[0.05091027 0.1143354  0.2554921  0.40147483 0.17778735]
2011-08-04,[0.06453209 0.08966196 0.12917359 0.28850052 0.4281318 ]
2011-08-05,[0.20098598 0.16848284 0.1602754  0.2347752  0.23548049]
2011-08-08,[0.57775944 0.21073702 0.08973128 0.06954201 0.0522303 ]
2011-08-09,[0.2614898  0.35560006 0.26143274 0.09331074 0.0281666 ]
2011-08-11,[0.24818267 0.3092897  0.21715437 0.1623789  0.06299444]
2011-08-12,[0.01126483 0.02301492 0.0839972  0.41305667 0.46866643]
2011-08-15,[0.24180792 0.19964664 0.245576   0.1938836  0.11908577]
2011-08-16,[0.1355572  0.22588402 0.2827833  0.25156614 0.1042093 ]
2011-08-17,[0.45568725 0.2414388  0.16344401 0.08496009 0.05446993]
2011-08-19,[0.28285283 0.44085845 0.19285572 0.06276594 0.02066704]
2011-08-22,[0.3032735  0.2828386  0.2205791  0.12444699 0.0688618 ]
2011-08-23,[0.11650609 0.11943243 0.18534367 0.33696866 0.24174915]
2011-08-24,[0.13774846 0.28435096 0.28025478 0.20791867 0.08972708]
2011-08-25,[0.29413646 0.31482434 0.23919308 0.11195819 0.03988795]
2011-08-26,[0.16357268 0.2814658  0.37977585 0.14855383 0.02663188]
2011-08-29,[0.26859754 0.25982606 0.17103468 0.18852402 0.11201767]
2011-08-30,[0.04594553 0.0827188  0.18020397 0.42513046 0.26600114]
2011-08-31,[0.02374368 0.04992473 0.19157244 0.48963517 0.24512388]
2011-09-02,[0.32639942 0.20850065 0.16067196 0.19014366 0.11428428]
2011-09-06,[0.38306117 0.2630841  0.16793168 0.12391444 0.06200863]
2011-09-07,[0.2438517  0.18924123 0.17671153 0.20887232 0.18132317]
2011-09-08,[0.23592913 0.32830223 0.26066068 0.1282366  0.0468713 ]
2011-09-09,[0.10679305 0.15181194 0.2565656  0.31647578 0.16835363]
2011-09-13,[0.24999397 0.30090806 0.23820005 0.14941755 0.06148038]
2011-09-14,[0.14564747 0.15136948 0.21392614 0.28031933 0.20873751]
2011-09-15,[0.26624677 0.22236739 0.20008856 0.19364116 0.11765608]
2011-09-16,[0.50235564 0.23912703 0.12562883 0.08153837 0.05135008]
2011-09-19,[0.560629   0.22726926 0.10228077 0.05843491 0.05138604]
2011-09-20,[0.02089833 0.03281657 0.11600657 0.446292   0.38398653]
2011-09-22,[0.01010269 0.01120394 0.02877348 0.22317256 0.72674733]
2011-09-23,[0.31505236 0.21436678 0.18683004 0.16693474 0.1168161 ]
2011-09-26,[0.12451569 0.23236121 0.29371816 0.25757214 0.09183276]
2011-09-27,[0.18539754 0.1398946  0.16489777 0.2545336  0.25527653]
2011-09-28,[0.06857125 0.09809072 0.17807388 0.37901765 0.27624646]
2011-09-30,[0.11114713 0.35597926 0.40955144 0.1089877  0.01433442]
2011-10-03,[0.18239293 0.30326915 0.24863489 0.19274506 0.07295799]
2011-10-04,[0.15237138 0.27148786 0.22913425 0.23752567 0.10948087]
2011-10-05,[0.06304969 0.0991721  0.17897923 0.37142137 0.28737763]
2011-10-06,[0.08415205 0.14996551 0.19437419 0.345077   0.22643133]
2011-10-07,[0.08737085 0.1267771  0.2072827  0.35445002 0.22411935]
2011-10-10,[0.25376803 0.41622996 0.26637924 0.05446979 0.00915302]
2011-10-12,[0.05246183 0.09303807 0.16883464 0.38055986 0.3051056 ]
2011-10-13,[0.02404039 0.07112314 0.20737071 0.49663752 0.20082828]
2011-10-14,[0.13689113 0.15990515 0.20257467 0.30925325 0.19137584]
2011-10-18,[0.23536007 0.38294822 0.30176336 0.06668133 0.01324707]
2011-10-19,[0.45782787 0.3872743  0.1303213  0.01908989 0.00548662]
2011-10-20,[0.30211586 0.43883368 0.21141663 0.03910646 0.00852737]
2011-10-21,[0.07815707 0.13832048 0.2532869  0.35403642 0.17619923]
2011-10-25,[0.37287834 0.35660958 0.12789713 0.08816912 0.05444579]
2011-10-26,[0.16566674 0.28737974 0.25503892 0.19829956 0.093615  ]
2011-10-27,[0.1695421  0.1831155  0.18582173 0.26904535 0.19247523]
2011-10-28,[0.5588362  0.23870286 0.12468757 0.05071343 0.02705997]
2011-10-31,[0.5102407  0.25611675 0.10109131 0.06523947 0.06731175]
2011-11-02,[0.1168313  0.29579043 0.36382988 0.18132678 0.04222159]
2011-11-03,[0.12578157 0.25695735 0.28387284 0.23660406 0.09678417]
2011-11-04,[0.71638346 0.17182961 0.05879219 0.03141396 0.02158072]
2011-11-07,[0.08555748 0.1349992  0.21620072 0.35066488 0.21257769]
2011-11-08,[0.38645425 0.23055616 0.15710045 0.12790282 0.09798629]
2011-11-10,[0.3721103  0.2923565  0.2117475  0.09455853 0.0292272 ]
2011-11-11,[0.23499951 0.25011092 0.2034608  0.1885855  0.1228433 ]
2011-11-14,[0.39479077 0.32004613 0.17840154 0.06780219 0.03895941]
2011-11-15,[0.08683192 0.08513733 0.14139315 0.3191796  0.36745796]
2011-11-16,[0.16127494 0.20979044 0.24429564 0.2665688  0.11807013]
2011-11-17,[0.12429962 0.23232615 0.2765152  0.26734748 0.09951154]
2011-11-18,[0.10137238 0.15168673 0.22123359 0.32838288 0.19732447]
2011-11-21,[0.1170381  0.15319145 0.20680387 0.28621373 0.23675288]
2011-11-22,[0.00549506 0.01343049 0.10295039 0.5206612  0.35746285]
2011-11-23,[0.05140362 0.0964041  0.26841578 0.4082495  0.17552696]
2011-11-25,[0.10373612 0.11685987 0.17479984 0.3484663  0.25613785]
2011-11-28,[0.11731956 0.21670733 0.3292586  0.2662041  0.07051044]
2011-11-29,[0.07374407 0.17756712 0.301062   0.33427814 0.11334869]
2011-11-30,[0.07345732 0.16127452 0.24871874 0.33862177 0.1779276 ]
2011-12-01,[0.09105437 0.11715614 0.17641464 0.31805182 0.297323  ]
2011-12-02,[0.21052042 0.22751087 0.20990507 0.22445077 0.1276128 ]
2011-12-05,[0.17957348 0.22438653 0.20748432 0.24690455 0.14165115]
2011-12-06,[0.35652196 0.263987   0.18632942 0.12446249 0.06869908]
2011-12-07,[0.05550874 0.08628367 0.17243804 0.3694846  0.3162849 ]
2011-12-08,[0.31216913 0.3880117  0.17382903 0.08437981 0.04161024]
2011-12-09,[0.4451605  0.20258577 0.15315577 0.11292932 0.08616861]
2011-12-12,[0.00791535 0.02952272 0.46759728 0.33590958 0.15905511]
2011-12-13,[0.00535025 0.00944246 0.0311054  0.2848294  0.6692724 ]
2011-12-14,[0.02877925 0.04401704 0.09540785 0.41456395 0.4172319 ]
2011-12-15,[0.08843257 0.22552001 0.2947129  0.31267577 0.07865866]
2011-12-16,[0.3443068  0.3247737  0.1678811  0.11119368 0.05184476]
2011-12-19,[0.5079954  0.22804078 0.13096423 0.08381518 0.04918431]
2011-12-20,[0.5119203  0.202914   0.11766074 0.09642711 0.07107788]
2011-12-21,[0.04313838 0.06242631 0.14288941 0.36078304 0.39076287]
2011-12-22,[0.04219879 0.05687987 0.12459654 0.33807498 0.43824992]
2011-12-27,[0.28248116 0.3110503  0.18090004 0.12046939 0.10509907]
2011-12-28,[0.0134453  0.02885238 0.10304292 0.45075625 0.40390313]
2011-12-29,[0.09363894 0.2442543  0.34614965 0.24832661 0.0676305 ]
2011-12-30,[0.08052017 0.13164054 0.21077746 0.40516138 0.17190045]
2012-01-03,[0.30795413 0.20243268 0.19606563 0.17849077 0.11505672]
2012-01-04,[0.15492858 0.14228849 0.15016781 0.19450524 0.35810995]
2012-01-05,[0.0483804  0.07630554 0.12364308 0.3092984  0.44237256]
2012-01-06,[0.16474043 0.29677525 0.21889125 0.21809542 0.1014976 ]
2012-01-09,[0.01797619 0.04568328 0.1524515  0.47384474 0.31004435]
2012-01-10,[0.0219029  0.05499406 0.21518454 0.4713701  0.23654841]
2012-01-11,[0.1286775  0.18813369 0.24312094 0.28847846 0.15158944]
2012-01-12,[0.05421166 0.14021337 0.28050765 0.3870011  0.13806613]
2012-01-13,[0.50247896 0.24397731 0.13393672 0.07640272 0.04320438]
2012-01-17,[0.30635434 0.26542917 0.2408268  0.12554997 0.06183976]
2012-01-18,[0.04443812 0.08367699 0.18527782 0.41526014 0.27134693]
2012-01-19,[0.2715029  0.26295343 0.23820446 0.14961769 0.0777215 ]
2012-01-20,[0.25584376 0.3305498  0.25024992 0.12038495 0.04297152]
2012-01-23,[0.07762478 0.12256553 0.21086968 0.3623016  0.22663839]
2012-01-24,[0.26156396 0.23148152 0.19971977 0.17240912 0.13482565]
2012-01-25,[0.33515078 0.27768105 0.20384187 0.11689305 0.06643331]
2012-01-26,[0.34430528 0.31997487 0.20208618 0.0981561  0.03547762]
2012-01-30,[0.09855901 0.19130933 0.27589154 0.2567041  0.177536  ]
2012-02-01,[0.30485296 0.26226234 0.18452822 0.15592155 0.09243491]
2012-02-02,[0.25555137 0.26295283 0.19713067 0.18094933 0.10341573]
2012-02-06,[0.30432492 0.23274662 0.159531   0.16983843 0.133559  ]
2012-02-07,[0.0868768  0.14015846 0.23931912 0.33457392 0.19907174]
2012-02-08,[0.23706822 0.23092258 0.21072017 0.19629546 0.12499362]
2012-02-09,[0.22341849 0.34813395 0.2634363  0.12663318 0.03837815]
2012-02-10,[0.11340648 0.26119575 0.37114474 0.21543835 0.0388147 ]
2012-02-13,[0.23355164 0.25257915 0.20306367 0.21172567 0.0990799 ]
2012-02-14,[0.2313667  0.25527418 0.17942965 0.20551328 0.12841609]
2012-02-15,[0.44831276 0.27216905 0.13592896 0.08795252 0.05563667]
2012-02-16,[0.05281457 0.12800083 0.29590625 0.38381866 0.13945968]
2012-02-17,[0.03656104 0.10812591 0.30034462 0.4562368  0.09873167]
2012-02-21,[0.23005025 0.27930334 0.17900744 0.19780247 0.11383652]
2012-02-22,[0.5007406  0.25141653 0.14036569 0.07088017 0.03659695]
2012-02-23,[0.49848464 0.2396598  0.13473727 0.08497088 0.0421474 ]
2012-02-24,[0.5127988  0.29373413 0.123525   0.04943099 0.02051114]
2012-02-27,[0.317493   0.38990247 0.19805475 0.07231983 0.02223001]
2012-02-28,[0.39142218 0.29614633 0.163916   0.09752949 0.05098601]
2012-02-29,[0.23667711 0.38245922 0.2742962  0.08184934 0.02471817]
2012-03-01,[0.07718053 0.23767035 0.3391934  0.2742569  0.07169876]
2012-03-02,[0.41357076 0.21248542 0.1572152  0.11528463 0.101444  ]
2012-03-05,[0.34309882 0.24148896 0.17444275 0.15371479 0.08725467]
2012-03-06,[0.39210638 0.32024342 0.15504973 0.08895029 0.04365012]
2012-03-07,[0.3303532  0.33467785 0.17826173 0.10564039 0.05106688]
2012-03-08,[0.3654781  0.2948216  0.16598804 0.11001788 0.06369436]
2012-03-09,[0.38651958 0.3705617  0.12537949 0.0731164  0.04442286]
2012-03-12,[0.30503196 0.44942755 0.18198483 0.04968602 0.01386977]
2012-03-13,[0.25761378 0.3618023  0.26816028 0.08400457 0.02841902]
2012-03-15,[0.5311649  0.2897282  0.09194799 0.05611929 0.03103963]
2012-03-16,[0.3452869  0.28314525 0.18771036 0.12471768 0.05913978]
2012-03-19,[0.51720196 0.288673   0.13010682 0.04372714 0.02029115]
2012-03-20,[0.24128556 0.2449992  0.17228636 0.19109651 0.1503323 ]
2012-03-21,[0.03269743 0.08164867 0.23190355 0.42988133 0.22386906]
2012-03-22,[0.6743662  0.22833566 0.05516225 0.02350654 0.01862934]
2012-03-23,[0.49803507 0.25108027 0.1089088  0.08003654 0.06193934]
2012-03-26,[0.14009787 0.1315682  0.19600229 0.31089363 0.22143804]
2012-03-27,[0.48049793 0.28620446 0.12324508 0.06808659 0.04196597]
2012-03-28,[0.12226227 0.17195274 0.22562763 0.29519054 0.18496679]
2012-03-29,[0.04896119 0.13904183 0.27351892 0.38451207 0.15396601]
2012-03-30,[0.3643766  0.25705335 0.19630414 0.11751575 0.06475022]
2012-04-02,[0.14636828 0.20199369 0.23686586 0.27951172 0.13526046]
2012-04-03,[0.21537776 0.3079161  0.25655067 0.15570857 0.0644469 ]
2012-04-04,[0.15718104 0.2135582  0.23176932 0.25564232 0.14184909]
2012-04-05,[0.15117578 0.23987108 0.2914731  0.2317428  0.08573725]
2012-04-09,[0.31172362 0.35485825 0.20065843 0.09128425 0.04147534]
2012-04-10,[0.34410432 0.31547636 0.20352522 0.10019973 0.03669439]
2012-04-11,[0.63753843 0.20657092 0.10103568 0.03493465 0.01992024]
2012-04-12,[0.5124596  0.24766128 0.13696003 0.06808505 0.03483404]
2012-04-13,[0.29809514 0.28460562 0.22252846 0.14644782 0.04832303]
2012-04-16,[0.27818647 0.41851044 0.23435846 0.05864567 0.01029902]
2012-04-17,[0.19554132 0.18077432 0.21759816 0.26238865 0.1436976 ]
2012-04-18,[0.24845667 0.27085197 0.22798376 0.17099543 0.08171213]
2012-04-19,[0.27653202 0.28979456 0.2084768  0.14595313 0.07924348]
2012-04-20,[0.36693493 0.2593557  0.14952452 0.13246565 0.09171917]
2012-04-23,[0.5324272  0.26640525 0.09661904 0.06429851 0.04024997]
2012-04-24,[0.31363708 0.3866718  0.19005825 0.07469822 0.03493464]
2012-04-25,[0.35491598 0.33549184 0.18154392 0.08209345 0.04595487]
2012-04-26,[0.34910145 0.22663014 0.12667374 0.14695466 0.15063992]
2012-04-27,[0.40314516 0.42692143 0.12326132 0.03098461 0.01568752]
2012-04-30,[0.116159   0.3217319  0.35216403 0.17500357 0.03494147]
2012-05-01,[0.16564748 0.3898151  0.30453324 0.11918325 0.02082098]
2012-05-02,[0.37031233 0.25513217 0.15794577 0.12333286 0.09327696]
2012-05-03,[0.12564391 0.11950278 0.130571   0.2510864  0.37319598]
2012-05-04,[0.55599934 0.22831242 0.11571357 0.0587624  0.04121224]
2012-05-07,[0.24731234 0.23623282 0.22633332 0.18099281 0.10912865]
2012-05-08,[0.2725868  0.22904056 0.1798586  0.19688866 0.12162535]
2012-05-09,[0.08710985 0.20985912 0.37085325 0.2817147  0.05046303]
2012-05-10,[0.05144782 0.08255289 0.16122612 0.39328998 0.31148311]
2012-05-11,[0.47352055 0.25580728 0.11933523 0.08358043 0.06775645]
2012-05-14,[0.44117257 0.29498547 0.13271508 0.07874076 0.05238608]
2012-05-15,[0.34661102 0.3671405  0.18550058 0.07733411 0.02341384]
2012-05-16,[0.19937532 0.24140729 0.23787074 0.22259437 0.09875218]
2012-05-17,[0.2671743  0.2867441  0.19863144 0.16418871 0.0832615 ]
2012-05-18,[0.32209533 0.30315366 0.17793088 0.13098963 0.06583054]
2012-05-21,[0.5922674  0.23885384 0.09914077 0.04548662 0.02425135]
2012-05-22,[0.51802576 0.2598736  0.09223236 0.06773833 0.06212999]
2012-05-23,[0.11600126 0.13957252 0.16427496 0.31444648 0.26570475]
2012-05-24,[0.13477625 0.17930976 0.21795234 0.28839356 0.17956816]
2012-05-25,[0.5318746  0.24596351 0.11128381 0.06920706 0.04167108]
2012-05-30,[0.01450489 0.04017627 0.18202408 0.5002836  0.26301122]
2012-05-31,[0.0343696  0.07878135 0.2280896  0.465855   0.19290452]
2012-06-01,[0.09828508 0.14753206 0.21094014 0.3231804  0.22006227]
2012-06-04,[0.19281468 0.2300265  0.1809209  0.2377041  0.15853392]
2012-06-05,[0.42549196 0.27764258 0.15513882 0.09756032 0.04416637]
2012-06-06,[0.32648382 0.30806026 0.2116581  0.10951935 0.04427845]
2012-06-07,[0.04599544 0.11347926 0.2413017  0.38082495 0.21839863]
2012-06-08,[0.540483   0.25788212 0.12734751 0.05065112 0.02363621]
2012-06-11,[0.04562633 0.21119478 0.4458544  0.24303982 0.0542847 ]
2012-06-12,[0.16744654 0.21068676 0.23784624 0.26106417 0.12295626]
2012-06-13,[0.14842607 0.26177052 0.29776278 0.2164695  0.07557105]
2012-06-14,[0.28779638 0.33312678 0.2425034  0.10543489 0.0311385 ]
2012-06-15,[0.13500728 0.37867132 0.35819337 0.10771114 0.02041689]
2012-06-18,[0.13717453 0.31238645 0.3178549  0.19391721 0.03866692]
2012-06-19,[0.17948847 0.35089698 0.2757005  0.1479696  0.04594443]
2012-06-20,[0.19167818 0.23531766 0.21207322 0.2209408  0.1399901 ]
2012-06-21,[0.20723554 0.30742556 0.23056033 0.18234493 0.07243366]
2012-06-22,[0.1260376  0.17449377 0.2209729  0.31008586 0.16840993]
2012-06-25,[0.4857693  0.155758   0.11521397 0.10641027 0.13684843]
2012-06-26,[0.40465108 0.29144692 0.13416396 0.09820781 0.07153019]
2012-06-27,[0.05549896 0.09328189 0.20181759 0.4404062  0.20899534]
2012-06-28,[0.07864124 0.14035918 0.23112062 0.37339926 0.17647964]
2012-06-29,[0.3675066  0.34665382 0.16927157 0.08452928 0.03203868]
2012-07-03,[0.23949109 0.24944073 0.17396337 0.19259581 0.14450902]
2012-07-05,[0.33361202 0.4028162  0.17018738 0.06830711 0.02507728]
2012-07-06,[0.29079998 0.5426222  0.13834925 0.02296794 0.00526065]
2012-07-09,[0.16031666 0.21205534 0.20274457 0.26800126 0.15688217]
2012-07-10,[0.36807874 0.20351358 0.1849943  0.14487292 0.09854043]
2012-07-11,[0.44372553 0.2896318  0.15796275 0.07577173 0.03290821]
2012-07-12,[0.24495974 0.29454583 0.2226605  0.17135108 0.06648282]
2012-07-13,[0.3003356  0.19101138 0.13894592 0.20664473 0.16306242]
2012-07-16,[0.1632153  0.32423204 0.26654413 0.1877504  0.05825815]
2012-07-17,[0.26561493 0.32518652 0.2514408  0.12191415 0.03584356]
2012-07-18,[0.0776756  0.2202918  0.38193902 0.26809543 0.05199811]
2012-07-19,[0.25106224 0.2275894  0.19912389 0.20432027 0.11790419]
2012-07-20,[0.4538013  0.21734363 0.13492708 0.11588398 0.07804393]
2012-07-23,[0.48097003 0.2444252  0.133465   0.0860597  0.05508006]
2012-07-24,[0.2349404  0.5335309  0.18351428 0.03859919 0.00941525]
2012-07-25,[0.31269634 0.4467489  0.19932301 0.03337957 0.00785224]
2012-07-26,[0.24950796 0.33744726 0.25359496 0.12503591 0.03441392]
2012-07-27,[0.60114855 0.24453281 0.10848906 0.03095269 0.01487693]
2012-07-30,[0.12168788 0.20241281 0.22966245 0.30777594 0.13846093]
2012-07-31,[0.32695603 0.29092506 0.1999446  0.12614699 0.05602729]
2012-08-01,[0.26763114 0.21439925 0.19166295 0.19930874 0.12699795]
2012-08-02,[0.40487802 0.2511545  0.15256497 0.10765625 0.08374628]
2012-08-03,[0.11931534 0.14911789 0.1944757  0.3256644  0.21142673]
2012-08-06,[0.30823052 0.44361407 0.19795609 0.04316046 0.00703887]
2012-08-07,[0.26360714 0.3164304  0.23946671 0.13780226 0.04269352]
2012-08-09,[0.3918601  0.2730586  0.15577638 0.118244   0.06106089]
2012-08-10,[0.53009915 0.21356826 0.1114206  0.08014888 0.06476305]
2012-08-13,[0.31861424 0.30220276 0.18755028 0.11931767 0.07231511]
2012-08-14,[0.13792744 0.21975337 0.19268644 0.28229442 0.16733828]
2012-08-15,[0.31904712 0.25698006 0.21066958 0.14467032 0.06863288]
2012-08-16,[0.4329006  0.31674588 0.16981024 0.0618699  0.01867333]
2012-08-17,[0.34712905 0.31421658 0.19712675 0.09599982 0.04552778]
2012-08-20,[0.26873103 0.21269634 0.20342742 0.18372561 0.13141964]
2012-08-21,[0.35252237 0.21700002 0.16981624 0.13656785 0.12409363]
2012-08-22,[0.22656246 0.38485545 0.26871547 0.09708544 0.02278113]
2012-08-23,[0.5548817  0.2555602  0.0887003  0.05603666 0.04482118]
2012-08-24,[0.642954   0.20198682 0.07798559 0.04317908 0.03389461]
2012-08-27,[0.5269297  0.3532154  0.09210899 0.020443   0.00730288]
2012-08-28,[0.56414545 0.27469125 0.08207954 0.04558405 0.03349963]
2012-08-29,[0.03744945 0.07654589 0.16557886 0.45732296 0.2631029 ]
2012-08-30,[0.1468406  0.38379693 0.31096974 0.13396904 0.0244237 ]
2012-08-31,[0.11748732 0.13616194 0.18450499 0.3532479  0.2085979 ]
2012-09-05,[0.7355999  0.16468789 0.06566575 0.02160316 0.01244337]
2012-09-06,[0.31765655 0.26399186 0.16433938 0.1611432  0.09286899]
2012-09-07,[0.26317418 0.24199624 0.22450007 0.19166668 0.07866287]
2012-09-10,[0.27836326 0.2786542  0.20552883 0.15258226 0.08487146]
2012-09-11,[0.3978225  0.38263756 0.16340536 0.04349899 0.01263548]
2012-09-12,[0.0872964  0.20673372 0.31868115 0.30131748 0.0859713 ]
2012-09-13,[0.1825197  0.32921788 0.29377714 0.15500791 0.03947733]
2012-09-14,[0.15023543 0.49024513 0.3222892  0.03314963 0.00408063]
2012-09-17,[0.15076062 0.2695973  0.2526483  0.23968698 0.08730686]
2012-09-18,[0.14401948 0.28545955 0.34382135 0.19519858 0.03150102]
2012-09-19,[0.34050393 0.28391817 0.19817063 0.12397566 0.05343163]
2012-09-20,[0.21739857 0.37348634 0.30703878 0.08803926 0.01403704]
2012-09-21,[0.21605639 0.33185908 0.23115169 0.15013455 0.0707983 ]
2012-09-24,[0.2561762  0.25725424 0.19855277 0.18133488 0.10668186]
2012-09-25,[0.42299196 0.3174967  0.16355257 0.06828626 0.02767259]
2012-09-26,[0.6227084  0.3032434  0.06255271 0.00810464 0.00339089]
2012-09-27,[0.22793904 0.38555288 0.25608808 0.10114183 0.02927819]
2012-09-28,[0.4724224  0.3002604  0.14558429 0.05463125 0.02710162]
2012-10-01,[0.06969447 0.0859369  0.1135933  0.25182092 0.47895437]
2012-10-02,[0.08751366 0.10439668 0.16273154 0.281673   0.3636851 ]
2012-10-03,[0.05760138 0.18344773 0.30129778 0.3568295  0.10082366]
2012-10-04,[0.09181549 0.28080118 0.35222715 0.2216795  0.05347667]
2012-10-05,[0.07606155 0.08750846 0.14670047 0.37622434 0.31350508]
2012-10-08,[0.20062888 0.21388784 0.1577223  0.2444251  0.18333581]
2012-10-09,[0.5030931  0.36511362 0.10469763 0.02021709 0.00687856]
2012-10-10,[0.01244257 0.04901354 0.25221586 0.54452175 0.14180627]
2012-10-11,[0.01553019 0.03626638 0.16647261 0.48320395 0.29852697]
2012-10-12,[0.2862801  0.3871725  0.22591199 0.08151561 0.01911983]
2012-10-15,[0.13243258 0.16117096 0.17328566 0.2929394  0.2401714 ]
2012-10-16,[0.52563304 0.252741   0.13291635 0.06125183 0.02745776]
2012-10-17,[0.266439   0.21455579 0.18315184 0.18272504 0.1531284 ]
2012-10-19,[0.5038292  0.31429678 0.12778792 0.04001128 0.01407491]
2012-10-22,[0.31157643 0.27639416 0.20101278 0.14687847 0.06413811]
2012-10-23,[0.22040501 0.31465152 0.26284376 0.14925303 0.05284672]
2012-10-24,[0.3205787  0.25018042 0.20510241 0.1563492  0.06778929]
2012-10-25,[0.5519802  0.29655212 0.11090031 0.02853811 0.01202933]
2012-10-26,[0.5725401  0.28810522 0.10221538 0.02524867 0.01189066]
2012-10-31,[0.18200812 0.2500157  0.28230867 0.22014475 0.06552272]
2012-11-02,[0.08574656 0.17774023 0.26738307 0.34234303 0.1267871 ]
2012-11-05,[0.23118591 0.29045698 0.20423691 0.17902927 0.09509087]
2012-11-06,[0.5613825  0.28981385 0.0919074  0.0384335  0.01846278]
2012-11-07,[0.23113097 0.40377125 0.23460007 0.1018509  0.02864682]
2012-11-08,[0.36390537 0.41328883 0.15655704 0.04830668 0.01794213]
2012-11-09,[0.11988762 0.2115787  0.22566335 0.28800794 0.15486237]
2012-11-12,[0.10432423 0.12269932 0.18454896 0.3748271  0.21360037]
2012-11-13,[0.03152367 0.09680241 0.3021152  0.4545974  0.11496136]
2012-11-14,[0.04487071 0.08723012 0.2223693  0.42018774 0.22534215]
2012-11-15,[0.00605651 0.01113219 0.0612583  0.44239813 0.47915486]
2012-11-16,[0.23054123 0.32042506 0.27585295 0.14280635 0.03037432]
2012-11-19,[0.01072617 0.02762674 0.12379009 0.511264   0.32659307]
2012-11-20,[0.04203334 0.10153176 0.25018516 0.40982813 0.19642164]
2012-11-21,[0.01411472 0.02592816 0.08613587 0.37735376 0.49646744]
2012-11-23,[0.04492453 0.08441429 0.20931399 0.43748176 0.22386537]
2012-11-26,[0.62547886 0.20259355 0.0763898  0.05096198 0.0445758 ]
2012-11-27,[0.43182424 0.33400133 0.13498339 0.07127228 0.02791878]
2012-11-28,[0.15478064 0.18959436 0.19877204 0.27445865 0.18239431]
2012-11-29,[0.1028122  0.12674806 0.16018055 0.33946297 0.27079615]
2012-11-30,[0.2718984  0.42720163 0.24348456 0.04827217 0.00914323]
2012-12-04,[0.20022558 0.24654295 0.22223493 0.23070924 0.10028725]
2012-12-05,[0.12489092 0.31999934 0.3249272  0.184388   0.04579449]
2012-12-06,[0.3543863  0.28803822 0.2007262  0.11017372 0.04667557]
2012-12-07,[0.5220038  0.29412675 0.11639889 0.0477885  0.019682  ]
2012-12-10,[0.01493058 0.0388406  0.15786412 0.55201316 0.2363516 ]
2012-12-11,[0.01536295 0.03183691 0.13465093 0.5147553  0.30339393]
2012-12-12,[0.12732895 0.25824046 0.29077503 0.25213245 0.07152318]
2012-12-13,[0.38761854 0.31142104 0.17949423 0.08652792 0.03493831]
2012-12-14,[0.11205313 0.16169834 0.23862363 0.33069682 0.15692802]
2012-12-17,[0.43696824 0.30568725 0.15461093 0.07480474 0.02792877]
2012-12-18,[0.3643756  0.3291741  0.17858084 0.09751619 0.03035332]
2012-12-19,[0.4955202  0.24672408 0.14241728 0.07869427 0.03664408]
2012-12-20,[0.3765222  0.27519235 0.16388896 0.11975081 0.06464564]
2012-12-21,[0.09163781 0.16413413 0.25620723 0.35300753 0.13501343]
2012-12-24,[0.25820696 0.37710842 0.22820553 0.10405089 0.03242815]
2012-12-26,[0.22804615 0.2204705  0.21344988 0.22685815 0.11117528]
2012-12-27,[0.2813476  0.31919676 0.24641687 0.11911558 0.03392326]
2012-12-28,[0.13684678 0.26141772 0.30301312 0.20167372 0.09704869]
2013-01-02,[0.10861139 0.21575317 0.23391102 0.30951536 0.13220912]
2013-01-03,[0.34368813 0.31569934 0.211594   0.08925137 0.03976723]
2013-01-04,[0.23707248 0.31015244 0.23651722 0.15796264 0.05829521]
2013-01-07,[0.04507663 0.10100222 0.18325926 0.41938075 0.25128108]
2013-01-08,[0.2095841  0.26602829 0.21234885 0.2149052  0.09713361]
2013-01-09,[0.15650906 0.21254364 0.23568599 0.27414158 0.12111983]
2013-01-10,[0.19268227 0.2965731  0.27126747 0.1626647  0.07681248]
2013-01-11,[0.61341274 0.25338352 0.07408623 0.03135721 0.02776035]
2013-01-14,[0.5185951  0.31257248 0.11960281 0.03469545 0.01453421]
2013-01-15,[0.39032206 0.38031298 0.17465347 0.04151576 0.01319578]
2013-01-16,[0.14705113 0.21500455 0.19600235 0.26728645 0.17465553]
2013-01-17,[0.28515357 0.27828297 0.22852468 0.14386812 0.0641707 ]
2013-01-18,[0.11113153 0.12576818 0.16816555 0.33563438 0.25930044]
2013-01-22,[0.25224128 0.35640982 0.23004629 0.11674811 0.04455453]
2013-01-23,[0.26205152 0.46052438 0.2340465  0.03809787 0.00527975]
2013-01-24,[0.3551635  0.3819081  0.18736662 0.05460359 0.02095819]
2013-01-25,[0.37654668 0.3550554  0.17737512 0.06774773 0.02327512]
2013-01-28,[0.12836276 0.20680983 0.26166883 0.29095584 0.11220272]
2013-01-30,[0.4636618  0.38228726 0.13215697 0.01796059 0.00393338]
2013-01-31,[0.05003611 0.14924838 0.2347027  0.3898347  0.17617808]
2013-02-01,[0.4516501  0.35527465 0.15222332 0.03340935 0.00744253]
